path,bytes,sha256
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/legacy-citation-v0.cff,443,4ff423e5dbdbcd47607c96625b8ce4353818ad28757d42b39bcd627b242d0bf7
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/legacy-metadata-v0.json,1709,da9a536bfc15625aac95ae26a0238a62062713332b40bcf131fc7743d9ca759a
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/legacy-readme-v0.md,1682,8eee8e980fc28aa27e8768cd1d2a9409cbafc776bf66682507c7d360dda1dda4
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/supplied-description-notes-v0.md,238,929e0e3f9c78910e2ec1b686c86988525b3f9030f59b33fe83cece8c5c6bbf79
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/topic-index-v0.md,1304,5ed756e8812861658a7c099b7408a8a6d016bcbc6281665b1fc22529ee963b60
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/visual-enhancement-plan-v0.md,1854,032f84cd25fb197b2d38cf257d153884fb2e0058ba6c2b3bcf6dcf5b64174e47
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/legacy-starter-package/working-transcript-v0.md,30536,13487e99b0fb63c8eedd2cb24f2cf58bde564af40a0aa2d00cb2967da9e5d8c4
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/provenance.md,824,2983ff69e80f003c5ba5a106f6270c07175a6c7619debcafdc5d9e57eca0d7b8
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/revision-history.md,1063,fa34cad570874ce358899150aa833f361ade5eadf2b52d41d550e6a47fe9e8fc
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/rights-and-access.md,446,af6cfef0abf388a9bd7b50c44a0b9462ed9ccbd56b33b8c230a9b93afa42f148
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/source-inventory.csv,1957,eb26f694fb8d825fe329974d0c8d06ba53a403089f227864a47cd1e2af925fbb
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/source-inventory.md,1706,21103a205c403eff89f0af1c100fbc62480352baaa5320b1dc5012a242bf9770
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/topic-index.md,590,59622132d1f5db42a9d2891a600fcef7f729e1d4876df1af1444ecec4e4ae216
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/transcript-status.md,599,622feb547554d68c9babc436f8eb59b561311d14d5b2408f1751bf2cba3e3cf5
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/docs/verification-notes.md,960,e9a4b3dd35eaaed7fdb87f4b8f34d9a16ced5e035e687ea3e17047fbf8547541
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/interview-record.md,2445,f392ccfaed9dc9ba395986662cbd6c80d40275ec0fa4a5ff71ec7bffdbdf53c7
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/metadata.json,2764,1bed94a4a0adb21b9c9cb17cd56ca6b7dffdc981bf603ed4b2db87ce17b86203
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/original-transcript-timestamped.txt,36690,9e716fa0e6536a1ece1b00316cc7ab93dd9894b15f20730708dbb48bd56793ef
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/pre-production/first-page-questions.pdf,39140,5519ae01756a5db71896c11ddf7533be4853a2bc0ca38bc1cc38a83e273b00d5
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/pre-production/podcast-proposal-public-redacted.pdf,1202075,b0301604d8e451bc42efaf134af747c51492e174d97e3462acad97d815a0e123
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/pre-production/script-outline.pdf,138943,97974c098c71c35d55ddf52bef5a5afcb9d047f07cf5905080a64432ed8b322e
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/publication/press-release-public-redacted.pdf,136397,87a70ccdaaaf0d7e256182c3e72ead7c6637618e08f19caef27c46d56ba3ac14
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/published-description.md,340,ce1197f0bf2e812885d46f00c6cb2db1d434ae63b14aaad7b20fd42fbe1d2801
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/source/youtube-record.md,370,b22c2936e10d377e1730099ac91f37c63feb3ee0911c455e645c785c974552ca
collections/fireside-bmx-chat/records/fbc-001-damian-x-fulton/transcript/working-transcript.md,33664,5f40b1237751f415063b768df1c9ce7315b86c3758bcf660556bb6954395ca82
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/CITATION.cff,484,cb394c21d9f84ad611c85217a2bbeb622fcbe7fd9174bd4aade4faab6bfe121d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/README.md,3295,42878a0e022c7f264925661c3ad987395b3b05616fa2abbaf6ab230fffe357b8
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/assets/navigation-thumbnail.png,329936,2c4318420f3ecbc3167c74a7fed9c8ad9bfd6c6cb51d488cfbeb34c3ea81bf2c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/assets/title-card.png,1187631,669eb04967a8351aa35f9691646a428188ea58bf6126ce5c06b28a8981b391eb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/GITHUB-DEPLOYMENT.md,1160,ababb2a4bb467f48ced73642878f7b453d6335d5cc4d189744136e259f2ed70b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/KNOWN-GAPS.md,1648,f4fc18da1d5b95ae6652c7d31a89bb5629a009aff632813b3818b94eef1e26b2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/MEDICAL-AND-SENSITIVE-CLAIMS.md,1553,4f7dca837177866bded89f42ebb1e6dfd08ea4efdc060307d1e83c28cee473e2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/PROVENANCE.md,1734,a541a74626b5ee778138611f8e7a5a27819dbcf51bfb68d15f7187f17edbe1a6
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/README.md,5956,26a24e5a676b709aa67a7f3714f190e96686547e78a8708823a7849a75978a93
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/manifests/FRAME-MANIFEST.csv,8645,0a7db031cdb3150dfd894208128f7dad31ae4e1fd9dc4f0a8f6995293893bef0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/manifests/SHA256SUMS.txt,26744,e059843b546587a8bf7c5ee77165a03faa3f5bff13b7fde245aab1cc115b3340
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/manifests/SOURCE-MANIFEST.csv,8334,8bab428db631cce6b0889f29e0d033214f910d5f15d2585b2141eebce4ccdbcb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/README.md,1851,39157e94a161f5134f02d0e59f2b28f44d11c77595f65fbc3aa72a5a34a0e699
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/docs/provenance.md,780,0a706fe94fbbc46ae345eb8920464874debbd6fd1ab6fb43b27f6185296ade5f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/docs/verification-notes.md,711,dbc10e5a03aa5f5c7c6b2e09f8d076fd81fd667291af6e69e2eddac51a5976e4
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/metadata.json,2885,11b57e2eeefe19df1dfa8944e2aa2bbf854728b11b7b64871195113c4e220a0f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/source/published-description.md,1175,6390744ce6f49348892abf82e3f940d8d25edb5e2fce662ca9b1f8e061569828
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-001/source/transcript-reference.md,550,d98091dad8af29d6a4eb9792a4a755e473987b2272d92d33249d7116c1716753
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/README.md,1829,dfbe90bb207b73399422f7977d7f1a3e4374ca82de37181fa5480f9f2a3ce1c7
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/docs/provenance.md,780,036dfab0513d4929a08e48358ee951349e94466c5e08373eb79e035b7869777c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/docs/verification-notes.md,711,1b1dd44f03db2bef23163cbdb5050d9ec81f11bcd1e44c06d94035626b929127
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/metadata.json,2887,98671944c207f3aee0ca7ace4aa57d731285f09c43793e132b0f711dd12702b7
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/source/published-description.md,1157,70408eaf93fa499ec54087fddb2fffc059bd8e1757658933968647b5e4aed462
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-002/source/transcript-reference.md,550,f759388d99180afdc7c3c75df1617c5a76f1c223775b79ada8bd54a03e220244
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/README.md,1820,3607cbd2d859676f5e955f014ead40e5b736b2580053107a14e542320c200955
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/docs/provenance.md,780,200bf1bffe539dce83e52b25e9d87c77c9fb3f65bdd8e75b68a80d9db8793c03
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/docs/verification-notes.md,711,b119db2df60d1602dc96b47682583d759642fe48add63bc4d6676c86f97e3478
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/metadata.json,2880,a595b57fa3ba69934291b51d7ca92c5c16902523c900bd8a0bfe1d88b049d865
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/source/published-description.md,1152,ee4edb1dd5e5f5be1ac7aab4a3e26276e16360a984f2d2ee813733cfe2d433e2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-003/source/transcript-reference.md,550,79c72c2feab1b0e43a05735b4fcb9f0d3586b4f5945b8f902844e094886492c3
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/README.md,1817,170eebeb3d3604fdda324a937ef10eb74c568430baca6b12d10d9e01cdb8dda0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/docs/provenance.md,780,2cc2dc5c249f0347a69cc59a6fba1fbc94e253dd51b315bb172d3813f35925cd
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/docs/verification-notes.md,711,6915671f7d7f18c5ede01c6be6c599997a71efdf5c3d92c87a601f38e92dad7d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/metadata.json,2847,59848313b0eecf90d657796d819258d9d8cd2b59afda0cb999690f6dad5c728d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/source/published-description.md,1151,516dc42093a51d3c66e946e8e808dacb825029724014241fe0df5d5f25dd17f6
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-004/source/transcript-reference.md,550,315acacb0c498c7c41cbb4b22852a7fd3429d29b89d2340d86901b4c019f98fc
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/README.md,1839,4debaa16f20c545d4be5fb054658864b11c402cba1d18357177c727658ea1fd5
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/docs/provenance.md,780,5331bde3c949b20b6f03bd6ce45df78257d1b871a9f544eed8185f8081d0d872
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/docs/verification-notes.md,711,9d9b342c0813690bf446f0f3e60250bad612b3a1c5d154a715fd48b03ab00385
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/metadata.json,2891,ee60024670802da3be8b95db12811ef26c991a52ddff253c1131b580c19d09f0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/source/published-description.md,1172,c9d1d7445fb126c95ebdabae142603cc4f9e7143d645435ca1bc73ac320c3908
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-005/source/transcript-reference.md,550,3460930f03a63ae2e84a6f3e7877e895dfc055af1f89454194e99f084b58aef8
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/README.md,1893,475046aeda45cd709023ecbeed6cbee99f64adbafaa2743462d9ec90c0007683
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/docs/provenance.md,780,1e6e7b5f8c5df31d8eedd6cb6c7c72e7883e9ad88a2a539ea23a85e5cef99b16
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/docs/verification-notes.md,711,9f379b946587446c3d96b3a54f907fa186fe3f24596d772d722f64c4c08d3a88
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/metadata.json,2983,85422fbc578e5838068a3933ee07a58fa2d9b61ca65aaf62cdee5b7044a7999e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/source/published-description.md,1226,01e70e3e22d2ca0383080f409ce8f4ec4c69b152ce252ab73fb4b6b427b5e190
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-006/source/transcript-reference.md,550,5222aa2b98f225eab35728b199a17aef94d7a354e58ce7eeca2a2f94596405f7
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/README.md,1791,c0b8972b70553942534b545fdc2b153ffce0bab7e46a9b8b5e3893dcaf210678
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/docs/provenance.md,780,e76df048862f7994beba15cd805f85ab97f57ef690b4d01582315e20bae36aad
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/docs/verification-notes.md,614,72b62cbaa7c6ae18fd846f53eab488856d5816aedc7b298c3ab0107bedeed3e0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/metadata.json,3050,f3b58bff09e1fcf456c8df9cf641140ebb0eaeb686044f5698cc75ba8f134a7f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/source/published-description.md,1214,4dadbbf2434fa7d5589b2deec714cf30d8031dcee19344f382ab930306aa0720
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-007/source/transcript-reference.md,550,71e36527ae2fbb6983641891a28f879e248b1e80f129f98375e5cc377e03b02c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/README.md,1975,c1f50c6ffe20050e922b92d02cb77e564a83a06a0bfba6bda1bc8f1de82e4a26
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/docs/provenance.md,780,d977c0d94a8d30de7797e596068ce99dc54c71c776f376b5f55e1fac56e50089
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/docs/verification-notes.md,711,9a5caaaff002f31b87689dccece7e2a64267356d2f02765bc4b908e1a2c60c5f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/metadata.json,3165,6af689b82f0e924fc407324ccbc3d57305eef50207cdc6e3183c74e413fed2b9
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/source/published-description.md,1307,591e306d68f77720a1e24e88a2bebbae04fd62043932f25c825474744572f863
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-008/source/transcript-reference.md,550,21b90d3d46d7324512fad7943744670101fa7cd0aa1f66dbfc9aabf138b2a637
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/README.md,1861,a7f3d4fcb4a5cb0f2d2158e21fa3315dc0661ed539a0d1413f4d2a5051dc1256
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/docs/provenance.md,780,87b508aa5fe7446fa30f0ddc369c112aedc5a4b5bbfcd9203ce2d53d8aa57f0a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/docs/verification-notes.md,648,61d22e962d6a08562ecda21be760c302c2b8437c394bd64736560c5acc0c69bf
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/metadata.json,3132,7af5ce938822815a90bb20c6dd9332cd0fd501d62c209f64b8d7d300e66974dc
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/source/published-description.md,1252,96fe7874a77cb06db4e56bfe1d829aaae02ffdda046b047f858067113941d9db
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-009/source/transcript-reference.md,550,f62d0ef40eaae7b07753467573904881a939d30a7ac1e785917f860cc7ffdfc2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-010-MISSING/README.md,560,222c7dd08353e6820436ebc9e7e0d5dd17a3d3574b403161096989d5b615e961
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-010-MISSING/docs/verification-notes.md,160,510da3faecbeb8a92e03c89740f5fbbee5b7bb91c054ad9de4f7c28d2047cd5d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-010-MISSING/metadata.json,551,83822fcb68e29eac1bbb340d4e4bc26db0de5e4f79ef79a1af49bc7830623d20
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/README.md,1883,2bf3f5d3b5e0b270edb16a909ff8a3c86f13985b1df5d267479e9f59cd92b4af
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/docs/provenance.md,780,446afdaaca7a09a83df63dbed6e589b6852c591bac69dc8eb250adb4fc282b41
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/docs/verification-notes.md,678,faab7ff3a816b079409d61cf39ee978057adec1c53b1337ab7b7b7a2076571a2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/metadata.json,3160,9ab7ba021bef4c6617f86f3bc9daaa486b892be9595590cb65bd7a30a0c21d04
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/source/published-description.md,1240,55f3cd09b1e841d43361dd7e9cd7d5eb645a7ffdc3d1404a608b2e0dce5ac452
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-011/source/transcript-reference.md,550,9a330b12662be6135cf1b23f9384b1e4c21af987e215beaad118070d724875a6
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/README.md,1802,a84aa6d59edf0bf58052feba06ccbaddfca51677a06b5522e6c010f293a0f0ab
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/docs/provenance.md,782,c8e8f5327d853d99b2be7b6cc302233b9403585a63184f6b1b62f70066d83d0e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/docs/verification-notes.md,686,5bb0523275c47ef600dc76e7172ffd09dc7b658a21a2d8683c788c83b1bfd4df
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/metadata.json,2834,072eb8d87a8cdb8acfcfdbca9a990c76b6393ea063a3c1b9f1954a28353f23e8
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/source/published-description.md,1181,e599d374b9ee1c53af08f446c11dc64d7d1d57d00852a3ac277dbb0372dd98b6
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012A/source/transcript-reference.md,551,f03983ccc6d135b7300e0a9974a7eb4157675cdc3e094ddbf8f11cb0fdfb9662
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/README.md,1798,223c1c26b37e2c5a6ee624619f0fc6e786b5d0bdee4dab331e53c414b916c0b0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/docs/provenance.md,782,6f5eb9bbde49b8e26055900ec00d658317013f8a35283b2c126135e91dcda472
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/docs/verification-notes.md,658,112dff8acd9caaaded0d41a1c585d3324d59deb82a52dead7ae6a7d3015e7601
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/metadata.json,2997,0355831f299b71bf737a2ef7beeb2e7f7023bbafa20d061554eb46cf02c4d55d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/source/published-description.md,1183,7c2a16270a077e5a66df3601601eb089db37303c0ce08b4bb461b100a1eb8aad
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-012B/source/transcript-reference.md,551,31c2e6cf0b2bebfd4c24475579453b867df831bcdf608aaba4c3aa89113129f5
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/README.md,2113,15260d159b2a226505e00897d7795e1ac618bca8cf664f3688b7ab4276590598
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/docs/provenance.md,780,6b42e7acc6ce2c56d4050498dbba9d4359f4332e5825670b0712bf16a0401c0a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/docs/verification-notes.md,677,57027a256f34258545fe67d2b59f2bce39611bb77cad2a825946e7a18a3b6d10
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/metadata.json,3599,f3c63e324b89da03ce5451eb997bbca88a94ec4b5d87588ef02afd6df478a12c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/source/published-description.md,1468,346ab79c6a2cbce97cc4de96ba69a1649022df59f97504c73f29149663e29ccf
