record_type,record_id,accession_id,title,slug,wall_status,provenance_label,disposition,associated_people,teams_brands_organizations,description,wall_card_image,live_collection_url
accessioned_jersey,26.0073,26.0073,ACE Jersey — Given to Harry Leary in Australia,26-0073-ace-jersey-given-to-harry-leary-in-australia,current_holding,From the Leary Locker,,Harry Leary,ACE; Australian Cycling Enterprises,A rare piece of international BMX history: an original ACE (Australian Cycling Enterprises) jersey presented to Harry Leary during his competitive tours in Australia. This garment signifies the global expansion of the sport and the cross-continental influence of U.S. Factory Pros. A vital 'Survivor' piece that documents Harry's status as a global ambassador for the sport.,assets/wall-cards/26-0073.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0074,26.0074,Peak “Leary” Jersey,26-0074-peak-leary-jersey,current_holding,From the Leary Locker,,Harry Leary,Peak Performance; BIOLAB Sciences,"A rare co-branded artifact from the peak of Harry Leary's career: the Peak Performance x BIOLAB factory jersey. This piece documents a pivotal era where BMX moved into the realm of high-performance athletics, with BIOLAB serving as the sport's early leader in rider conditioning and sports science. Featuring the iconic neon-heavy sublimation of Peak and the distinctive BIOLAB 'laboratory' branding.",assets/wall-cards/26-0074.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0075,26.0075,BIOLAB “Leary” “4” Zeronine Jersey,26-0075-biolab-leary-4-zeronine-jersey,current_holding,From the Leary Locker,,Harry Leary,BIOLAB Sciences; Zeronine Apparel,"This BIOLAB “Leary 4” jersey produced by Zeronine Apparel was worn by BMX legend Harry Leary during his later racing career. The jersey features Leary’s name and the number 4, reflecting his race number while competing with BIOLAB Sciences sponsorship. This artifact pairs with item 26.0076 in the Lititz BMX Archive and is documented in photographs of Leary wearing the jersey during competition and promotional appearances.",assets/wall-cards/26-0075.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0078,26.0078,Harry Leary Memorial Jersey,26-0078-harry-leary-memorial-jersey,current_holding,From Greg Mathias,,Harry Leary; Greg Mathias,Fall Risk Racing; Dirtyfest 3,"This Harry Leary memorial jersey was produced for a gathering held to celebrate the life and legacy of BMX pioneer Harry Leary at Dirtyfest 3. The jerseys were created by fellow BMX racer Greg Mathias for the event, which brought together riders and friends from across the BMX community to honor Leary’s lasting impact on the sport.",assets/wall-cards/26-0078.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0080,26.0080,Fall Risk Racing “Leary” Jersey,26-0080-fall-risk-racing-leary-jersey,current_holding,From Greg Mathias,,Harry Leary; Greg Mathias,Fall Risk Racing,"This Fall Risk Racing “Leary” jersey was gifted by BMX racer Greg Mathias in gratitude to Lititz BMX after the archive presented him with the 2017 Team USA “Learry” jersey discovered within the Leary Locker collection. The exchange reflects the strong sense of community and mutual respect within BMX, where riders and historians often work together to preserve and share the sport’s history.",assets/wall-cards/26-0080.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0081,26.0081,Fall Risk Racing “Mathias” Jersey,26-0081-fall-risk-racing-mathias-jersey,current_holding,From Greg Mathias,,Greg Mathias; Harry Leary,Fall Risk Racing,This Fall Risk Racing “Mathias” jersey was gifted by BMX racer Greg Mathias to Lititz BMX in gratitude after the archive presented him with the 2017 Team USA “Learry” jersey discovered within the Leary Locker collection. The jersey reflects the camaraderie within the BMX community and the collaborative effort to preserve and share the sport’s history.,assets/wall-cards/26-0081.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0082,26.0082,Specialized Jersey,26-0082-specialized-jersey,current_holding,From the Leary Locker,,Harry Leary,Specialized,"This Specialized racing jersey represents the long-standing involvement of Specialized Bicycle Components in BMX and cycling culture. Jerseys like this were worn by riders and team members during races and promotional events, reflecting the brand identity and sponsorship presence that became a central part of competitive BMX.",assets/wall-cards/26-0082.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0083,26.0083,Marzocchi Free Ride Team Jersey,26-0083-marzocchi-free-ride-team-jersey,current_holding,From the Leary Locker,,Harry Leary,Marzocchi,"This Free Ride Team jersey from Marzocchi represents the company’s involvement in freestyle and off-road cycling disciplines. Marzocchi became widely known for producing high-performance suspension forks used in BMX, mountain biking, and freeride competitions, and team apparel like this reflects the brand’s presence within action sports culture.",assets/wall-cards/26-0083.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0085,26.0085,Auburn Jersey,26-0085-auburn-jersey,current_holding,Purchased online,,,Auburn Bicycles,"This Auburn racing jersey represents the BMX brand Auburn Bicycles, known for producing high-performance BMX frames and equipment during the `908's and 1990s. Auburn played an important role in BMX racing during this period, supporting riders and contributing to the development of competitive BMX technology and team culture.",assets/wall-cards/26-0085.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
accessioned_jersey,26.0086,26.0086,BIOLAB “Leary” “25” Jersey,26-0086-biolab-leary-25-jersey,current_holding,From the Leary Locker,,Harry Leary,BIOLAB Sciences,"This BIOLAB “Leary 25” jersey was worn by BMX pioneer Harry Leary during his later racing years. Sponsored by BIOLAB, the jersey reflects Leary’s continued involvement in competitive BMX decades after helping define the sport’s early racing era.",assets/wall-cards/26-0086.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
continued_journey,JER-TR-001,,Harry Leary BIOLAB “25” Jersey,jer-tr-001-harry-leary-biolab-25-jersey,no_longer_held,From the Leary Locker,Gifted to a friend of Harry Leary,Harry Leary,BIOLAB Sciences,"This jersey remains part of the Lititz BMX documentary record, but it is not represented as a current physical holding. Its preserved disposition is: Gifted to a friend of Harry Leary.",assets/wall-cards/jer-tr-001.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
continued_journey,JER-TR-002,,Harry Leary DIRTWERX Jersey,jer-tr-002-harry-leary-dirtwerx-jersey,no_longer_held,From the Leary Locker,Gifted to Justin Dumas,Harry Leary; Justin Dumas,DIRTWERX,"This jersey remains part of the Lititz BMX documentary record, but it is not represented as a current physical holding. Its preserved disposition is: Gifted to Justin Dumas.",assets/wall-cards/jer-tr-002.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
continued_journey,JER-TR-003,,Harry Leary BIOLAB ROC 1 Jersey — Black Collar,jer-tr-003-harry-leary-biolab-roc-1-jersey-black-collar,no_longer_held,From the Leary Locker,Gifted to teammate Greg Mathias,Harry Leary; Greg Mathias,BIOLAB Sciences; Race of Champions,"This jersey remains part of the Lititz BMX documentary record, but it is not represented as a current physical holding. Its preserved disposition is: Gifted to teammate Greg Mathias.",assets/wall-cards/jer-tr-003.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
continued_journey,JER-TR-004,,Harry Leary 2017 Team USA Jersey,jer-tr-004-harry-leary-2017-team-usa-jersey,no_longer_held,From the Leary Locker,Gifted to teammate Greg Mathias,Harry Leary; Greg Mathias,Team USA; USA BMX,"This jersey remains part of the Lititz BMX documentary record, but it is not represented as a current physical holding. Its preserved disposition is: Gifted to teammate Greg Mathias.",assets/wall-cards/jer-tr-004.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
continued_journey,JER-TR-005,,Harry Leary Redman Jersey,jer-tr-005-harry-leary-redman-jersey,no_longer_held,From the Leary Locker,Donated for a Samaritan’s Purse charity auction with Damian Fulton,Harry Leary; Damian Fulton,Redman BMX; Samaritan’s Purse; Radical Rick,"This jersey remains part of the Lititz BMX documentary record, but it is not represented as a current physical holding. Its preserved disposition is: Donated for a Samaritan’s Purse charity auction with Damian Fulton.",assets/wall-cards/jer-tr-005.png,https://sites.google.com/view/lititzbmxinventorylist/collections/jersey-collection
